iter	RMSE
394	205.9905988
395	205.2467207
396	204.5564196
397	204.203754
398	203.4786655
399	202.8533313
400	202.1012904
401	201.4095572
402	200.9470171
403	200.055369
404	199.7308704
405	199.1306311
406	198.8207984
407	198.5226576
408	197.9640166
409	197.3521976
410	196.7116968
411	196.0165267
412	195.7342394
413	195.0148655
414	194.4931498
415	193.7634635
416	192.8554179
417	192.2715211
418	191.8173771
419	191.261927
420	190.8320905
421	190.0145072
422	189.4302417
423	188.9269881
424	188.5815351
425	187.9132206
426	187.3797426
427	186.5306331
428	186.0891893
429	185.2511702
430	184.5994168
431	183.8987889
432	183.4228278
433	182.7402199
434	182.2055403
435	181.6060855
436	181.2930095
437	180.2459417
438	179.6104603
439	179.2419862
440	178.5854602
441	178.293064
442	177.7202024
443	177.2896887
444	176.5537869
445	176.1217933
446	175.7225951
447	175.2875435
448	174.5963648
449	174.0051767
450	173.3404716
451	172.9447014
452	172.3763832
453	171.8111855
454	171.3964318
455	170.9194394
456	170.4971541
457	170.1565764
458	169.5259912
459	169.1944416
460	168.5729006
461	168.2270069
462	167.8826693
463	167.5944565
464	167.1629728
465	166.6746192
466	166.3587025
467	165.7830292
468	165.3225052
469	164.8171301
470	164.1217969
471	163.4736571
472	162.9170721
473	162.5329747
474	161.9957396
475	161.3254806
476	160.8844803
477	160.5501545
478	160.1190947
479	159.7316705
480	159.1852754
481	158.5820978
482	157.9868683
483	157.6995541
484	157.1147003
485	156.5870124
486	156.0040915
487	155.6726284
488	155.1573371
489	154.564237
490	154.0396732
491	153.6623835
492	153.0951577
493	152.6508106
494	152.2347635
495	151.9392109
496	151.3428152
497	150.8908503
498	150.6032013
499	150.0284514
500	149.5845461
501	149.124867
502	148.7847474
503	148.4823397
504	148.1273494
505	147.8173328
506	147.4106184
507	147.1211364
508	146.7820487
509	146.3572412
510	145.9197997
511	145.530188
512	145.1956455
513	144.7430331
514	144.4468354
515	144.1349134
516	143.7327172
517	143.5400837
518	143.0216764
519	142.5668174
520	142.1204345
521	141.8202479
522	141.5217176
523	141.2695312
524	140.8451004
525	140.4437645
526	140.0299507
527	139.7124041
528	139.276146
529	138.9819254
530	138.7166113
531	138.4250035
532	138.1949925
533	137.7621233
534	137.3761049
535	136.9599773
536	136.7384355
537	136.5142489
538	136.1502417
539	135.9068235
540	135.5441807
541	135.3270252
542	134.7950311
543	134.5389794
544	134.2592741
545	133.7832885
546	133.5439769
547	133.1884581
548	132.9761144
549	132.7227715
550	132.2487777
551	131.853786
552	131.4922648
553	131.1097604
554	130.6843871
555	130.3393246
556	129.9413397
557	129.6872671
558	129.2865721
559	128.9318854
560	128.5024047
561	128.1307433
562	127.9280699
563	127.5251834
564	127.1128339
565	126.9296114
566	126.5763457
567	126.2436056
568	125.9808297
569	125.5719822
570	125.2342565
571	124.8768504
572	124.6134624
573	124.2538779
574	124.0718394
575	123.790543
576	123.4501741
577	123.2661573
578	123.0532419
579	122.680261
580	122.3139984
581	122.1427327
582	121.8247177
583	121.5848939
584	121.4441094
585	121.2398337
586	120.9253174
587	120.5890535
588	120.3148071
589	120.0532713
590	119.915336
591	119.7363267
592	119.3510675
593	119.0629106
594	118.631878
595	118.3004954
596	118.1220729
597	117.7781625
598	117.3291213
599	117.0935321
600	116.945619
601	116.7856712
602	116.6113223
603	116.2622957
604	115.9036932
605	115.6305104
606	115.2194804
607	114.8627064
608	114.6161365
609	114.2658914
610	113.9142429
611	113.5757867
612	113.2367583
613	113.0061247
614	112.6749022
615	112.4959858
616	112.2011977
617	112.0537106
618	111.8313961
619	111.4621766
620	111.2324923
621	110.9177016
622	110.7825892
623	110.5561328
624	110.366458
625	110.2458653
626	109.9124026
627	109.7101746
628	109.5994031
629	109.4280199
630	109.0824495
631	108.838243
632	108.6075134
633	108.2965371
634	108.1362999
635	107.8216874
636	107.6651775
637	107.4975841
638	107.3966265
639	107.0608399
640	106.8768757
641	106.6266089
642	106.4042444
643	106.2154574
644	106.0119569
645	105.6004646
646	105.3569381
647	104.9884174
648	104.7555909
649	104.5565997
650	104.2902963
651	104.0732695
652	103.8454685
653	103.7097906
654	103.4048177
655	103.2604658
656	103.1379693
657	102.8636323
658	102.6634344
659	102.3941154
660	102.168915
661	101.9579223
662	101.7178034
663	101.391499
664	101.210321
665	100.8952623
666	100.7462426
667	100.5808078
668	100.4106822
669	100.1683086
670	100.0346367
671	99.7871463
672	99.48663101
673	99.25509571
674	98.98621073
675	98.72697582
676	98.48469376
677	98678	108.45678	98.13250904
679	97680	107.87680	97681	107.57681	97682	107.3907139
683	107.2194811
684	107.0684	96685	106.7618697
686	106.5036261
687	106.47687	96688	106.22688	95689	106.0530799
690	105.8169734
691	105.6045946
692	105.5132645
693	105.1960196
694	104.960312
695	104.7650124
696	104.568685
697	104.451592
698	104.2922594
699	104.0633171
700	103.8393994
701	103.6082706
702	103.4161769
703	103.2340941
704	102.931349
705	102.7182172
706	102.6131183
707	102.3690947
708	102.218704
709	102.0570312
710	101.7786983
711	101.4764485
712	101.256192
713	101.0309028
714	100.8014082
715	100.6228788
716	100.4021357
717	100.22538
718	100.1102371
719	99.8256496
720	99.72657176
721	99.48245127
722	99.29176658
723	99.09139761
724	98.89979389
725	98.68989196
726	98.38388789
727	98.13820584
728	97.82610246
729	97.69509526
730	97.58489408
731	97.34996584
732	97.26932966
733	97.19058426
734	97.04835946
735	96.84041445
736	96.65953771
737	96.42606085
738	96.15223853
739	95.87095154
740	95.78149366
741	95.60405224
742	95.41036948
743	95.31040546
744	95.021806
745	94.74692561
746	94.4479443
747	94.35704265
748	94.29012678
749	94.15017145
750	93.93616207
751	93.88224956
752	93.70459561
753	93.50711403
754	93.37643877
755	93.10967665
756	92.9181894
757	92.85713058
758	92.63143973
759	92.38863392
760	92.21110689
761	92.03929763
762	91.90739572
763	91.71418164
764	91.53424722
765	91.28563438
766	91.14483287
767	90.95879585
768	90.84538199
769	90.54593159
770	90.33200915
771	90.15598242
772	89.98569492
773	89.8071648
774	89.72816583
775	89.5546289
776	89.39850226
777	89.27850769
778	89.06940673
779	88.84324245
780	88.67660922
781	88.46274409
782	88.25770555
783	88.01794267
784	87.84480806
785	87.68667966
786	87.54796465
787	87.40625338
788	87.26664407
789	87.07777823
790	86.88391084
791	86.79304462
792	86.64928209
793	86.53927969
794	86.42887737
795	86.1600957
796	85.99369266
797	85.79617704
798	85.68173769
799	85.52355243
800	85.32906732
801	85.27125492
802	85.14184666
803	84.98786867
804	84.88869728
805	84.70484434
806	84.55760083
807	84.49629605
808	84.28521839
809	84.12333159
810	83.91447035
811	83.75811419
812	83.50967156
813	83.28643189
814	83.14272592
815	83.01925319
816	82.83382668
817	82.62625459
818	82.41717548
819	82.28795976
820	82.1143545
821	82.04592629
822	81.94145226
823	81.74947042
824	81.58475159
825	81.4189607
826	81.28202166
827	81.16680804
828	81.08578791
829	80.84225241
830	80.72609793
831	80.55944382
832	80.43216725
833	80.32831534
834	80.17992637
835	80.00045428
836	79.89727255
837	79.73897233
838	79.53085255
839	79.36281275
840	79.15575937
841	78.93874665
842	78.76770516
843	78.62847038
844	78.38394231
845	78.25980933
846	78.11302573
847	77.96036194
848	77.77656728
849	77.65342454
850	77.50660559
851	77.39366997
852	77.18636115
853	76.97270667
854	76.78301863
855	76.65240835
856	76.41635931
857	76.26673122
858	76.19410985
859	76.07054737
860	75.98170717
861	75.84388632
862	75.72998424
863	75.57848133
864	75.3881915
865	75.27795986
866	75.14079381
867	75.02229927
868	74.89268871
869	74.72304249
870	74.55724895
871	74.40876984
872	74.27798873
873	74.20757551
874	74.01887987
875	73.87760609
876	73.7537101
877	73.6370596
878	73.49894011
879	73.38240608
880	73.22256171
881	73.10877901
882	72.92361159
883	72.82813397
884	72.75082666
885	72.71279078
886	72.60728694
887	72.41520649
888	72.20946364
889	72.17528094
890	71.99214144
891	71.84095468
892	71.69899842
893	71.54219489
894	71.46093245
895	71.34539947
896	71.22751793
897	71.12587621
898	70.97708057
899	70.80551801
900	70.76328206
901	70.63098186
902	70.53004993
903	70.48022833
904	70.44042519
905	70.28516956
906	70.20311601
907	70.06494376
908	69.94056113
909	69.82305819
910	69.6969756
911	69.54515149
912	69.42257571
913	69.23923959
914	69.1508479
915	68.94856265
916	68.90886201
917	68.81428412
918	68.66896691
919	68.52762078
920	68.44139152
921	68.32645259
922	68.23418888
923	68.11220026
924	67.96599673
925	67.84824403
926	67.74084002
927	67.59270977
928	67.43120466
929	67.34550351
930	67.2090991
931	67.1294964
932	67.04968394
933	66.95838141
934	66.80603491
935	66.65597375
936	66.60127983
937	66.46731432
938	66.40458863
939	66.35741072
940	66.2717999
941	66.20651703
942	66.11268382
943	66.00222684
944	65.84432411
945	65.70101634
946	65.63770998
947	65.54056115
948	65.46830532
949	65.37053429
950	65.2575966
951	65.1548813
952	65.12352346
953	65.08921889
954	64.95614955
955	64.82626781
956	64.74018333
957	64.58602368
958	64.45336113
959	64.37463076
960	64.32212163
961	64.18732453
962	64.07880079
963	63.99197379
964	63.91511062
965	63.78579838
966	63.68316097
967	63.54434454
968	63.43080092
969	63.32236442
970	63.17801992
971	63.07065094
972	62.97815515
973	62.86923665
974	62.71255152
975	62.67351084
976	62.55993517
977	62.46726356
978	62.36707275
979	62.25058939
980	62.13064141
981	62.05722118
982	61.94155351
983	61.78992018
984	61.70621163
985	61.58649523
986	61.50099163
987	61.38775438
988	61.30815926
989	61.26405758
990	61.16305501
991	61.04053323
992	60.97930392
993	60.85127729
994	60.73728565
995	60.59541713
996	60.50092564
997	60.36357821
998	60.30458267
999	60.23469843
890906
